species,scenario,life_stage,suit_type,flow,suit_acres,timestamp,has_lowering,source
Hardhead,Existing,adult,instream,250,6.1071415437138254,2018-11-15T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,250,2.9367156594419783,2018-11-15T16:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,300,3.9507097223575784,2018-11-16T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,300,2.433070308337568,2018-11-16T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,300,6.374314630277232,2018-11-16T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,300,3.4528008778044494,2018-11-16T02:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,400,2.706035675855241,2018-11-16T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,400,2.850629619342874,2018-11-16T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,400,5.403028741510867,2018-11-16T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,400,4.191350455427016,2018-11-16T12:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,500,1.7390109962086502,2018-11-16T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,500,3.3975794240050314,2018-11-16T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,500,3.931821379562432,2018-11-16T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,500,5.036131541439865,2018-11-16T22:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,600,1.1524788654804903,2018-11-17T08:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,600,4.447579573616449,2018-11-17T08:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,600,2.9826401468407306,2018-11-17T08:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,600,6.482880664117861,2018-11-17T08:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,1000,0.3813530300075125,2018-11-17T18:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,1000,6.370953031621537,2018-11-17T18:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,1000,1.1142307320975027,2018-11-17T18:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,1000,9.711652724790996,2018-11-17T18:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,3000,0.018136205293699935,2018-11-18T04:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,3000,11.375505317852108,2018-11-18T04:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,3000,0.054193967005544554,2018-11-18T04:00:00Z,NA,Existing_hardhead.csv
